0	8.93034e+17	8.76389e+17	8.21102e+17	7.96108e+17	8.29532e+17	8.67683e+17	8.87377e+17	9.02214e+17	9.2158e+17	0	
0	9.04341e+17	8.85772e+17	8.28336e+17	8.02684e+17	8.3515e+17	8.74132e+17	8.95434e+17	9.11297e+17	9.30681e+17	0	
0	9.1647e+17	8.98877e+17	8.43673e+17	8.17611e+17	8.47164e+17	8.85397e+17	9.07471e+17	9.21225e+17	9.37162e+17	0	
0	9.23564e+17	9.09275e+17	8.56201e+17	8.31886e+17	8.60335e+17	8.96126e+17	9.14729e+17	9.25818e+17	9.39978e+17	0	
0	9.25298e+17	9.13897e+17	8.6516e+17	8.43914e+17	8.70713e+17	9.02586e+17	9.18114e+17	9.27375e+17	9.40417e+17	0	
0	0	0	0	0	0	0	0	0	0	0	

0	7.11427e+14	1.00642e+15	1.94624e+15	2.87911e+15	2.7082e+15	2.04807e+15	1.53814e+15	1.07249e+15	6.25742e+14	0	
0	7.05601e+14	1.01233e+15	1.96277e+15	2.90388e+15	2.7271e+15	2.06425e+15	1.5527e+15	1.08388e+15	6.32855e+14	0	
0	6.51687e+14	1.00511e+15	1.99675e+15	2.95801e+15	2.76343e+15	2.08204e+15	1.55644e+15	1.07802e+15	6.22783e+14	0	
0	5.60812e+14	9.55719e+14	2.01061e+15	2.99186e+15	2.77229e+15	2.05004e+15	1.49479e+15	1.02152e+15	5.82105e+14	0	
0	4.75312e+14	8.52375e+14	1.96363e+15	2.94803e+15	2.6835e+15	1.91733e+15	1.35211e+15	9.14585e+14	5.17957e+14	0	
0	0	0	0	0	0	0	0	0	0	0	

0	4.3937e+10	2.41277e+11	4.05424e+12	6.64956e+12	4.56286e+12	2.14426e+12	1.0475e+12	6.86382e+11	3.64198e+11	0	
0	4.36056e+10	2.43062e+11	4.08926e+12	6.70566e+12	4.59427e+12	2.16074e+12	1.05723e+12	6.93504e+11	3.68101e+11	0	
0	4.03975e+10	2.43037e+11	4.16232e+12	6.83053e+12	4.65782e+12	2.18363e+12	1.06519e+12	6.94894e+11	3.65946e+11	0	
0	3.49671e+10	2.35889e+11	4.20633e+12	6.92878e+12	4.70032e+12	2.17778e+12	1.04664e+12	6.76742e+11	3.53169e+11	0	
0	2.98465e+10	2.19396e+11	4.1736e+12	6.92594e+12	4.64963e+12	2.11011e+12	9.96315e+11	6.39901e+11	3.32314e+11	0	
0	0	0	0	0	0	0	0	0	0	0	

0	8.12309e+13	1.15574e+14	2.27503e+14	3.44799e+14	3.21784e+14	2.39147e+14	1.7757e+14	1.22405e+14	7.06365e+13	0	
