  1  2 0.00E+00 6.70E-02
  1  3 1.92E-02 0.00E+00
  1  4 0.00E+00 9.50E-03
  1  5 4.62E-02 0.00E+00
  1  6 0.00E+00 3.50E-02
  1  7 0.00E+00 1.15E-01
  1  8 0.00E+00 3.50E-02
  1  9 0.00E+00 7.00E-03
  1 10 0.00E+00 7.00E-03
  1 11 0.00E+00 3.50E-02
  1 12 0.00E+00 1.50E-01
  1 13 0.00E+00 9.00E-02
  1 14 0.00E+00 4.20E-02
  1 15 3.71E-03 0.00E+00
  1 16 3.33E-02 0.00E+00
  1 17 1.79E-02 0.00E+00
  1 18 0.00E+00 7.00E-02
  1 19 0.00E+00 5.00E-02
  1 20 5.15E-02 0.00E+00
  1 21 3.06E-02 0.00E+00
  1 22 0.00E+00 0.00E+00
  1 23 0.00E+00 0.00E+00
  1 24 0.00E+00 0.00E+00
  1 25 0.00E+00 0.00E+00
  1 26 6.50E-04 0.00E+00
  1 27 3.69E-02 0.00E+00
  1 28 0.00E+00 0.00E+00
  1 29 0.00E+00 0.00E+00
  1 30 0.00E+00 0.00E+00
  1 31 0.00E+00 0.00E+00
  1 32 0.00E+00 0.00E+00
  1 33 2.40E-02 0.00E+00
  1 34 0.00E+00 0.00E+00
  1 35 0.00E+00 0.00E+00
  1 36 0.00E+00 0.00E+00
  1 37 0.00E+00 0.00E+00
  1 38 0.00E+00 0.00E+00
  1 39 0.00E+00 0.00E+00
  1 40 0.00E+00 0.00E+00
  1 41 0.00E+00 0.00E+00
  1 42 0.00E+00 0.00E+00
  1 43 0.00E+00 0.00E+00
  1 44 0.00E+00 0.00E+00
  1 45 0.00E+00 0.00E+00
  1 46 0.00E+00 0.00E+00
  1 47 0.00E+00 0.00E+00
  1 48 0.00E+00 0.00E+00
  1 49 0.00E+00 0.00E+00
  1 50 0.00E+00 0.00E+00
  1 51 0.00E+00 0.00E+00
  1 52 0.00E+00 0.00E+00
  1 53 0.00E+00 0.00E+00
  1 54 0.00E+00 0.00E+00
  1 55 0.00E+00 0.00E+00
  1 56 0.00E+00 0.00E+00
  1 57 0.00E+00 0.00E+00
  1 58 0.00E+00 0.00E+00
  1 59 0.00E+00 0.00E+00
  1 60 0.00E+00 0.00E+00
  1 61 0.00E+00 0.00E+00
  1 62 0.00E+00 0.00E+00
  1 63 0.00E+00 0.00E+00
  1 64 0.00E+00 0.00E+00
  1 65 0.00E+00 0.00E+00
  2  3 0.00E+00 0.00E+00
  2  4 0.00E+00 0.00E+00
  2  5 0.00E+00 0.00E+00
  2  6 1.20E-01 0.00E+00
  2  7 7.30E-01 0.00E+00
  2  8 4.40E-02 0.00E+00
  2  9 3.00E-02 0.00E+00
  2 10 0.00E+00 0.00E+00
  2 11 0.00E+00 0.00E+00
  2 12 0.00E+00 3.22E+00
  2 13 0.00E+00 5.72E+00
  2 14 0.00E+00 0.00E+00
  2 15 0.00E+00 0.00E+00
  2 16 0.00E+00 1.95E+01
  2 17 0.00E+00 0.00E+00
  2 18 9.90E-03 0.00E+00
  2 19 8.80E-05 0.00E+00
  2 20 0.00E+00 2.62E+00
  2 21 0.00E+00 0.00E+00
  2 22 0.00E+00 0.00E+00
  2 23 0.00E+00 4.10E-01
  2 24 1.30E-04 0.00E+00
  2 25 1.50E-04 0.00E+00
  2 26 0.00E+00 0.00E+00
  2 27 0.00E+00 6.60E-01
  2 28 0.00E+00 0.00E+00
  2 29 0.00E+00 1.80E-01
  2 30 3.80E-05 0.00E+00
  2 31 4.00E-04 0.00E+00
  2 32 0.00E+00 0.00E+00
  2 33 0.00E+00 1.90E-01
  2 34 0.00E+00 0.00E+00
  2 35 0.00E+00 5.30E-02
  2 36 5.10E-06 0.00E+00
  2 37 7.50E-05 0.00E+00
  2 38 0.00E+00 0.00E+00
  2 39 0.00E+00 6.63E-02
  2 40 0.00E+00 0.00E+00
  2 41 0.00E+00 8.67E-03
  2 42 0.00E+00 0.00E+00
  2 43 0.00E+00 2.67E-04
  2 44 0.00E+00 0.00E+00
  2 45 2.80E-05 0.00E+00
  2 46 0.00E+00 0.00E+00
  2 47 7.80E-04 2.35E-02
  2 48 0.00E+00 0.00E+00
  2 49 5.60E-04 0.00E+00
  2 50 0.00E+00 0.00E+00
  2 51 4.10E-04 0.00E+00
  2 52 0.00E+00 0.00E+00
  2 53 3.20E-04 0.00E+00
  2 54 0.00E+00 0.00E+00
  2 55 2.40E-04 0.00E+00
  2 56 0.00E+00 0.00E+00
  2 57 1.90E-04 0.00E+00
  2 58 0.00E+00 0.00E+00
  2 59 1.40E-04 0.00E+00
  2 60 0.00E+00 0.00E+00
  2 61 1.20E-04 0.00E+00
  2 62 0.00E+00 0.00E+00
  2 63 8.90E-05 0.00E+00
  2 64 0.00E+00 0.00E+00
  2 65 7.60E-05 0.00E+00
  3  4 0.00E+00 0.00E+00
  3  5 0.00E+00 0.00E+00
  3  6 5.90E-02 0.00E+00
  3  7 6.30E-01 0.00E+00
  3  8 1.10E-01 0.00E+00
  3  9 1.40E-02 0.00E+00
  3 10 1.10E-01 0.00E+00
  3 11 9.20E-05 0.00E+00
  3 12 0.00E+00 3.22E+00
  3 13 0.00E+00 5.72E+00
  3 14 0.00E+00 0.00E+00
  3 15 0.00E+00 0.00E+00
  3 16 0.00E+00 1.95E+01
  3 17 0.00E+00 0.00E+00
  3 18 8.30E-03 0.00E+00
  3 19 1.70E-03 0.00E+00
  3 20 0.00E+00 2.62E+00
  3 21 0.00E+00 0.00E+00
  3 22 0.00E+00 0.00E+00
  3 23 0.00E+00 4.10E-01
  3 24 3.00E-04 0.00E+00
  3 25 1.30E-03 0.00E+00
  3 26 0.00E+00 0.00E+00
  3 27 0.00E+00 6.60E-01
  3 28 0.00E+00 0.00E+00
  3 29 0.00E+00 1.80E-01
  3 30 3.80E-05 0.00E+00
  3 31 4.00E-04 0.00E+00
  3 32 0.00E+00 0.00E+00
  3 33 0.00E+00 1.90E-01
  3 34 0.00E+00 0.00E+00
  3 35 0.00E+00 5.30E-02
  3 36 3.20E-05 0.00E+00
  3 37 4.70E-05 0.00E+00
  3 38 0.00E+00 0.00E+00
  3 39 0.00E+00 6.63E-02
  3 40 0.00E+00 0.00E+00
  3 41 0.00E+00 8.67E-03
  3 42 0.00E+00 0.00E+00
  3 43 0.00E+00 2.67E-04
  3 44 0.00E+00 0.00E+00
  3 45 2.80E-05 0.00E+00
  3 46 0.00E+00 0.00E+00
  3 47 8.10E-04 2.35E-02
  3 48 0.00E+00 0.00E+00
  3 49 6.00E-04 0.00E+00
  3 50 0.00E+00 0.00E+00
  3 51 4.30E-04 0.00E+00
  3 52 0.00E+00 0.00E+00
  3 53 3.30E-04 0.00E+00
  3 54 0.00E+00 0.00E+00
  3 55 2.50E-04 0.00E+00
  3 56 0.00E+00 0.00E+00
  3 57 2.00E-04 0.00E+00
  3 58 0.00E+00 0.00E+00
  3 59 1.50E-04 0.00E+00
  3 60 0.00E+00 0.00E+00
  3 61 1.20E-04 0.00E+00
  3 62 0.00E+00 0.00E+00
  3 63 9.40E-05 0.00E+00
  3 64 0.00E+00 0.00E+00
