  1  2 0.00E+00
  1  3 1.56E+08
  1  4 0.00E+00
  1  5 4.24E+08
  1  6 0.00E+00
  1  7 0.00E+00
  1  8 0.00E+00
  1  9 0.00E+00
  1 10 0.00E+00
  1 11 0.00E+00
  1 12 1.49E+06
  1 13 0.00E+00
  1 14 0.00E+00
  1 15 8.58E+07
  1 16 3.37E+07
  1 17 3.78E+08
  1 18 0.00E+00
  1 19 0.00E+00
  1 20 1.32E+07
  1 21 1.82E+07
  1 22 0.00E+00
  1 23 0.00E+00
  1 24 0.00E+00
  1 25 0.00E+00
  1 26 5.30E+05
  1 27 9.81E+06
  1 28 0.00E+00
  1 29 0.00E+00
  1 30 0.00E+00
  1 31 0.00E+00
  1 32 0.00E+00
  1 33 9.80E+06
  1 34 0.00E+00
  1 35 0.00E+00
  1 36 0.00E+00
  1 37 0.00E+00
  1 38 0.00E+00
  1 39 0.00E+00
  1 40 0.00E+00
  1 41 0.00E+00
  1 42 0.00E+00
  1 43 0.00E+00
  1 44 0.00E+00
  1 45 0.00E+00
  1 46 0.00E+00
  1 47 0.00E+00
  1 48 0.00E+00
  1 49 0.00E+00
  1 50 0.00E+00
  1 51 0.00E+00
  1 52 0.00E+00
  1 53 0.00E+00
  1 54 0.00E+00
  1 55 0.00E+00
  1 56 0.00E+00
  1 57 0.00E+00
  1 58 0.00E+00
  1 59 0.00E+00
  1 60 0.00E+00
  1 61 0.00E+00
  1 62 0.00E+00
  1 63 0.00E+00
  1 64 0.00E+00
  1 65 0.00E+00
  2  3 0.00E+00
  2  4 0.00E+00
  2  5 0.00E+00
  2  6 1.89E+07
  2  7 2.08E+07
  2  8 2.61E+06
  2  9 6.39E+06
  2 10 0.00E+00
  2 11 0.00E+00
  2 12 0.00E+00
  2 13 0.00E+00
  2 14 0.00E+00
  2 15 0.00E+00
  2 16 0.00E+00
  2 17 0.00E+00
  2 18 6.82E+05
  2 19 1.37E+05
  2 20 0.00E+00
  2 21 0.00E+00
  2 22 0.00E+00
  2 23 0.00E+00
  2 24 1.00E+05
  2 25 5.00E+05
  2 26 0.00E+00
  2 27 0.00E+00
  2 28 0.00E+00
  2 29 0.00E+00
  2 30 7.40E+04
  2 31 3.50E+05
  2 32 0.00E+00
  2 33 0.00E+00
  2 34 0.00E+00
  2 35 0.00E+00
  2 36 3.80E+04
  2 37 2.60E+05
  2 38 0.00E+00
  2 39 0.00E+00
  2 40 0.00E+00
  2 41 0.00E+00
  2 42 0.00E+00
  2 43 0.00E+00
  2 44 0.00E+00
  2 45 8.80E+03
  2 46 0.00E+00
  2 47 3.50E+03
  2 48 0.00E+00
  2 49 2.10E+03
  2 50 0.00E+00
  2 51 1.30E+03
  2 52 0.00E+00
  2 53 8.80E+02
  2 54 0.00E+00
  2 55 5.80E+02
  2 56 0.00E+00
  2 57 3.90E+02
  2 58 0.00E+00
  2 59 2.60E+02
  2 60 0.00E+00
  2 61 1.90E+02
  2 62 0.00E+00
  2 63 1.30E+02
  2 64 0.00E+00
  2 65 1.00E+02
  3  4 0.00E+00
  3  5 0.00E+00
  3  6 5.43E+06
  3  7 9.25E+06
  3  8 5.30E+06
  3  9 1.83E+06
  3 10 4.02E+07
  3 11 2.36E+05
  3 12 0.00E+00
  3 13 0.00E+00
  3 14 0.00E+00
  3 15 0.00E+00
  3 16 0.00E+00
  3 17 0.00E+00
  3 18 3.52E+05
  3 19 1.56E+05
  3 20 0.00E+00
  3 21 0.00E+00
  3 22 0.00E+00
  3 23 0.00E+00
  3 24 1.20E+05
  3 25 2.30E+05
  3 26 0.00E+00
  3 27 0.00E+00
  3 28 0.00E+00
  3 29 0.00E+00
  3 30 4.60E+04
  3 31 2.20E+05
  3 32 0.00E+00
  3 33 0.00E+00
  3 34 0.00E+00
  3 35 0.00E+00
  3 36 2.20E+04
  3 37 1.50E+05
  3 38 0.00E+00
  3 39 0.00E+00
  3 40 0.00E+00
  3 41 0.00E+00
  3 42 0.00E+00
  3 43 0.00E+00
  3 44 0.00E+00
  3 45 4.10E+03
  3 46 0.00E+00
  3 47 2.10E+03
  3 48 0.00E+00
  3 49 1.30E+03
  3 50 0.00E+00
  3 51 7.90E+02
  3 52 0.00E+00
  3 53 5.30E+02
  3 54 0.00E+00
  3 55 3.40E+02
  3 56 0.00E+00
  3 57 2.40E+02
  3 58 0.00E+00
  3 59 1.60E+02
  3 60 0.00E+00
  3 61 1.10E+02
  3 62 0.00E+00
  3 63 7.90E+01
  3 64 0.00E+00
  3 65 6.00E+01
  4  5 0.00E+00
  4  6 9.80E+05
  4  7 3.65E+05
  4  8 6.98E+06
  4  9 1.17E+07
  4 10 0.00E+00
  4 11 0.00E+00
  4 12 0.00E+00
  4 13 0.00E+00
  4 14 0.00E+00
  4 15 0.00E+00
  4 16 0.00E+00
  4 17 0.00E+00
  4 18 1.21E+04
  4 19 2.75E+05
  4 20 0.00E+00
  4 21 0.00E+00
  4 22 0.00E+00
  4 23 0.00E+00
  4 24 1.70E+05
  4 25 3.00E+01
  4 26 0.00E+00
  4 27 0.00E+00
  4 28 0.00E+00
  4 29 0.00E+00
  4 30 9.40E+04
  4 31 4.30E+03
  4 32 0.00E+00
  4 33 0.00E+00
  4 34 0.00E+00
  4 35 0.00E+00
  4 36 8.70E+04
  4 37 1.20E+03
  4 38 0.00E+00
  4 39 0.00E+00
  4 40 0.00E+00
  4 41 0.00E+00
  4 42 0.00E+00
  4 43 0.00E+00
  4 44 3.40E+03
  4 45 0.00E+00
  4 46 1.40E+03
  4 47 0.00E+00
  4 48 8.50E+02
  4 49 0.00E+00
  4 50 5.30E+02
  4 51 0.00E+00
  4 52 3.50E+02
  4 53 0.00E+00
  4 54 2.30E+02
  4 55 0.00E+00
  4 56 1.60E+02
  4 57 0.00E+00
  4 58 1.10E+02
  4 59 0.00E+00
  4 60 7.50E+01
  4 61 0.00E+00
  4 62 5.30E+01
  4 63 0.00E+00
  4 64 4.00E+01
  4 65 0.00E+00
  5  6 1.90E+05
  5  7 1.78E+06
  5  8 1.92E+07
  5  9 1.53E+07
  5 10 1.00E+03
  5 11 4.45E+07
  5 12 0.00E+00
  5 13 0.00E+00
  5 14 0.00E+00
  5 15 0.00E+00
  5 16 0.00E+00
  5 17 0.00E+00
  5 18 8.39E+04
  5 19 7.39E+05
  5 20 0.00E+00
  5 21 0.00E+00
  5 22 0.00E+00
  5 23 0.00E+00
  5 24 1.90E+05
  5 25 3.90E+04
  5 26 0.00E+00
  5 27 0.00E+00
  5 28 0.00E+00
  5 29 0.00E+00
  5 30 2.30E+05
  5 31 6.70E+03
  5 32 0.00E+00
  5 33 0.00E+00
  5 34 0.00E+00
  5 35 0.00E+00
  5 36 1.80E+05
  5 37 2.60E+03
  5 38 0.00E+00
  5 39 0.00E+00
  5 40 0.00E+00
  5 41 0.00E+00
  5 42 0.00E+00
  5 43 0.00E+00
  5 44 6.90E+03
  5 45 0.00E+00
  5 46 4.20E+03
  5 47 0.00E+00
  5 48 2.60E+03
  5 49 0.00E+00
  5 50 1.60E+03
  5 51 0.00E+00
  5 52 1.10E+03
  5 53 0.00E+00
  5 54 6.90E+02
  5 55 0.00E+00
  5 56 4.70E+02
  5 57 0.00E+00
  5 58 3.20E+02
  5 59 0.00E+00
  5 60 2.30E+02
  5 61 0.00E+00
  5 62 1.60E+02
  5 63 0.00E+00
  5 64 1.20E+02
  5 65 0.00E+00
  6  7 0.00E+00
  6  8 0.00E+00
  6  9 0.00E+00
  6 10 0.00E+00
  6 11 0.00E+00
  6 12 8.50E+06
  6 13 0.00E+00
  6 14 0.00E+00
  6 15 1.80E+06
  6 16 1.90E+06
  6 17 0.00E+00
  6 18 0.00E+00
  6 19 0.00E+00
  6 20 4.00E+05
  6 21 7.50E+04
  6 22 0.00E+00
  6 23 0.00E+00
  6 24 0.00E+00
  6 25 0.00E+00
  6 26 1.10E+05
  6 27 3.70E+05
  6 28 0.00E+00
  6 29 0.00E+00
  6 30 0.00E+00
  6 31 0.00E+00
  6 32 5.90E+04
  6 33 2.40E+05
  6 34 0.00E+00
  6 35 0.00E+00
  6 36 0.00E+00
  6 37 0.00E+00
  6 38 0.00E+00
  6 39 2.50E+05
  6 40 0.00E+00
  6 41 0.00E+00
  6 42 0.00E+00
  6 43 8.30E+03
  6 44 0.00E+00
  6 45 3.50E+03
  6 46 0.00E+00
  6 47 2.00E+03
  6 48 0.00E+00
  6 49 1.20E+03
  6 50 0.00E+00
  6 51 7.70E+02
  6 52 0.00E+00
  6 53 5.00E+02
  6 54 0.00E+00
  6 55 3.30E+02
  6 56 0.00E+00
  6 57 2.20E+02
  6 58 0.00E+00
  6 59 1.60E+02
  6 60 0.00E+00
  6 61 1.10E+02
  6 62 0.00E+00
  6 63 8.00E+01
  6 64 0.00E+00
  6 65 5.60E+01
  7  8 0.00E+00
  7  9 0.00E+00
  7 10 0.00E+00
  7 11 0.00E+00
  7 12 3.30E+06
  7 13 1.60E+07
  7 14 0.00E+00
  7 15 2.40E+06
  7 16 1.70E+07
  7 17 0.00E+00
  7 18 0.00E+00
  7 19 0.00E+00
  7 20 2.10E+06
  7 21 2.00E+05
  7 22 0.00E+00
  7 23 0.00E+00
  7 24 0.00E+00
  7 25 0.00E+00
  7 26 2.80E+07
  7 27 1.90E+06
  7 28 0.00E+00
  7 29 0.00E+00
  7 30 0.00E+00
  7 31 0.00E+00
  7 32 6.50E+05
  7 33 1.30E+06
  7 34 0.00E+00
  7 35 0.00E+00
  7 36 0.00E+00
  7 37 0.00E+00
  7 38 0.00E+00
  7 39 1.20E+06
  7 40 0.00E+00
  7 41 0.00E+00
  7 42 0.00E+00
  7 43 5.50E+04
  7 44 0.00E+00
  7 45 2.30E+04
  7 46 0.00E+00
  7 47 1.40E+04
  7 48 0.00E+00
  7 49 8.00E+03
  7 50 0.00E+00
  7 51 5.00E+03
  7 52 0.00E+00
  7 53 3.30E+03
  7 54 0.00E+00
  7 55 2.20E+03
  7 56 0.00E+00
  7 57 1.50E+03
  7 58 0.00E+00
  7 59 1.00E+03
  7 60 0.00E+00
  7 61 7.00E+02
  7 62 0.00E+00
  7 63 5.10E+02
  7 64 0.00E+00
  7 65 3.70E+02
  8  9 0.00E+00
  8 10 0.00E+00
  8 11 0.00E+00
  8 12 0.00E+00
  8 13 0.00E+00
  8 14 1.40E+07
  8 15 1.10E+07
  8 16 1.50E+05
  8 17 3.90E+06
  8 18 0.00E+00
  8 19 0.00E+00
  8 20 6.20E+04
  8 21 1.20E+06
  8 22 0.00E+00
  8 23 0.00E+00
  8 24 0.00E+00
  8 25 0.00E+00
  8 26 1.90E+06
  8 27 6.80E+04
  8 28 0.00E+00
  8 29 0.00E+00
  8 30 0.00E+00
  8 31 0.00E+00
  8 32 1.10E+06
  8 33 4.00E+04
  8 34 0.00E+00
  8 35 0.00E+00
  8 36 0.00E+00
  8 37 0.00E+00
  8 38 8.60E+05
  8 39 0.00E+00
  8 40 0.00E+00
  8 41 0.00E+00
  8 42 4.40E+04
  8 43 0.00E+00
  8 44 1.90E+04
  8 45 0.00E+00
  8 46 1.10E+04
  8 47 0.00E+00
  8 48 6.50E+03
  8 49 0.00E+00
  8 50 4.20E+03
  8 51 0.00E+00
  8 52 2.70E+03
  8 53 0.00E+00
  8 54 1.80E+03
  8 55 0.00E+00
  8 56 1.30E+03
  8 57 0.00E+00
  8 58 9.00E+02
  8 59 0.00E+00
  8 60 6.20E+02
  8 61 0.00E+00
  8 62 4.50E+02
  8 63 0.00E+00
  8 64 3.20E+02
  8 65 0.00E+00
  9 10 0.00E+00
  9 11 0.00E+00
  9 12 0.00E+00
  9 13 0.00E+00
  9 14 4.20E+06
  9 15 3.70E+06
  9 16 5.60E+04
  9 17 6.00E+06
  9 18 0.00E+00
  9 19 0.00E+00
  9 20 2.10E+04
  9 21 4.30E+05
  9 22 0.00E+00
  9 23 0.00E+00
  9 24 0.00E+00
  9 25 0.00E+00
  9 26 7.00E+05
  9 27 2.20E+04
  9 28 0.00E+00
  9 29 0.00E+00
  9 30 0.00E+00
  9 31 0.00E+00
  9 32 3.90E+05
  9 33 1.20E+04
  9 34 0.00E+00
  9 35 0.00E+00
  9 36 0.00E+00
  9 37 0.00E+00
  9 38 4.40E+05
  9 39 0.00E+00
  9 40 0.00E+00
  9 41 0.00E+00
  9 42 1.60E+04
  9 43 0.00E+00
  9 44 7.00E+03
  9 45 0.00E+00
  9 46 4.00E+03
  9 47 0.00E+00
  9 48 2.40E+03
  9 49 0.00E+00
  9 50 1.50E+03
  9 51 0.00E+00
  9 52 9.50E+02
  9 53 0.00E+00
  9 54 6.40E+02
  9 55 0.00E+00
  9 56 4.30E+02
  9 57 0.00E+00
  9 58 2.90E+02
  9 59 0.00E+00
  9 60 2.10E+02
  9 61 0.00E+00
  9 62 1.50E+02
  9 63 0.00E+00
  9 64 1.10E+02
  9 65 0.00E+00
 10 11 0.00E+00
 10 12 4.10E+05
 10 13 0.00E+00
 10 14 0.00E+00
 10 15 2.80E+05
 10 16 7.90E+05
 10 17 0.00E+00
 10 18 0.00E+00
 10 19 0.00E+00
 10 20 7.30E+04
 10 21 2.90E+04
 10 22 0.00E+00
 10 23 0.00E+00
 10 24 0.00E+00
 10 25 0.00E+00
 10 26 3.30E+04
 10 27 7.30E+04
 10 28 0.00E+00
 10 29 0.00E+00
 10 30 0.00E+00
 10 31 0.00E+00
 10 32 3.50E+04
 10 33 4.40E+04
 10 34 0.00E+00
 10 35 0.00E+00
 10 36 0.00E+00
 10 37 0.00E+00
 10 38 0.00E+00
 10 39 6.50E+04
 10 40 0.00E+00
 10 41 0.00E+00
 10 42 0.00E+00
 10 43 2.70E+03
 10 44 0.00E+00
 10 45 1.10E+03
 10 46 0.00E+00
 10 47 6.70E+02
 10 48 0.00E+00
 10 49 3.90E+02
 10 50 0.00E+00
 10 51 2.40E+02
 10 52 0.00E+00
 10 53 1.50E+02
 10 54 0.00E+00
 10 55 9.70E+01
 10 56 0.00E+00
 10 57 6.70E+01
 10 58 0.00E+00
 10 59 4.70E+01
 10 60 0.00E+00
 10 61 3.40E+01
 10 62 0.00E+00
 10 63 2.50E+01
 10 64 0.00E+00
 10 65 1.80E+01
 11 12 0.00E+00
 11 13 0.00E+00
 11 14 0.00E+00
 11 15 7.10E+05
