SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Oct 18 14:43:25 CDT 2011
User: Helimak
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G37154
Integration Time (usec): 200000 (USB2G37154)
Spectra Averaged: 1 (USB2G37154)
Boxcar Smoothing: 0 (USB2G37154)
Correct for Electrical Dark: No (USB2G37154)
Strobe/Lamp Enabled: No (USB2G37154)
Correct for Detector Non-linearity: No (USB2G37154)
Correct for Stray Light: No (USB2G37154)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
659.00	259.06
660.00	244.89
661.00	248.76
662.00	232.04
663.00	230.91
664.00	310.83
665.00	312.65
666.00	252.71
667.00	248.26
668.00	273.69
669.00	280.20
670.00	244.83
671.00	233.40
672.00	237.08
673.00	236.01
674.00	232.04
675.00	312.77
676.00	328.19
677.00	254.47
678.00	234.43
679.00	232.57
680.00	227.88
681.00	232.26
682.00	233.31
683.00	224.36
684.00	230.96
685.00	234.20
686.00	234.28
687.00	283.77
688.00	273.21
689.00	264.71
690.00	232.55
691.00	232.27
692.00	231.24
693.00	233.04
694.00	273.59
695.00	256.75
696.00	325.02
697.00	596.40
698.00	338.07
699.00	260.16
700.00	238.38
701.00	234.12
702.00	236.45
703.00	300.24
704.00	283.21
705.00	247.03
706.00	237.42
707.00	477.25
708.00	324.98
709.00	254.81
710.00	226.03
711.00	234.14
712.00	230.62
713.00	226.01
714.00	226.48
715.00	258.73
716.00	245.47
717.00	227.59
718.00	220.86
719.00	218.44
720.00	219.29
721.00	239.31
722.00	227.22
723.00	232.45
724.00	234.91
725.00	243.52
726.00	227.00
727.00	258.03
728.00	287.34
729.00	242.64
730.00	222.41
731.00	226.88
732.00	229.12
733.00	216.22
734.00	219.97
735.00	235.15
736.00	261.95
737.00	283.11
738.00	387.68
739.00	560.86
740.00	325.66
741.00	250.40
742.00	226.07
743.00	224.24
744.00	237.19
745.00	240.19
746.00	215.27
747.00	215.00
748.00	217.19
749.00	228.99
750.00	351.08
751.00	1185.41
752.00	901.19
753.00	459.10
754.00	275.35
755.00	223.61
756.00	220.63
757.00	218.49
758.00	219.28
759.00	224.24
760.00	221.58
761.00	217.26
762.00	228.97
763.00	291.90
764.00	1977.02
765.00	924.33
766.00	458.46
767.00	259.03
768.00	218.99
