0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.000031	0.000032	0.000038	0.000063	0.000075	0.001080	0.002139	0.003078	0.003535	0.003936	0.004914	0.059728	0.061782	0.434611	0.457287	1.009852	1.009852	2.574276	2.594805	6.881538	7.241275	12.408178	12.408178	23.285138	22.852306	41.171752	42.847637	61.229060	61.229060	94.938862	94.938862	142.658423	142.658423	187.486339	187.486339	442.701782	442.701782	857.421384	857.421384	1486.076213	1486.076213	2376.323400	2376.323400	3538.388964	3538.388964	5009.768151	5009.768151	6795.697062	6795.697062	8964.605753	8964.605753	11369.658988	11369.658988	14216.461436	14216.461436	17427.778722	17427.778722	20803.395170	20803.395170	
0.011694	18.610397	19.965221	18.576149	20.472619	93.187857	102.243823	102.361003	106.317575	100.586159	104.228913	199.728102	236.517473	259.227083	268.532147	276.003353	292.203825	576.252033	581.876148	1048.361954	1065.446338	1378.894211	1378.894211	1900.114678	1905.446846	2718.732213	2771.496042	3410.377936	3410.377936	4392.117822	4358.361707	5582.190495	5678.980468	6639.622548	6639.622548	8096.636123	8096.636123	9799.333712	9799.333712	11180.721802	11180.721802	17291.895340	17291.895340	24769.748671	24769.748671	33981.661649	33981.661649	45095.667103	45095.667103	57892.614175	57892.614175	72554.304412	72554.304412	88959.348996	88959.348996	107574.505490	107574.505490	127087.187838	127087.187838	149108.750764	149108.750764	172934.770436	172934.770436	197111.741236	197111.741236	
1.762435	124.523468	130.828585	124.362551	133.160846	426.042856	439.907193	440.283335	452.931004	413.502336	424.719738	794.938743	907.276716	975.025447	1002.475981	1024.395158	1071.572591	1844.888180	1859.461947	3011.759748	3052.354676	3783.269587	3783.269587	4954.650601	4966.413718	6722.269511	6833.971766	8170.002932	8170.002932	10175.648197	10107.465278	12551.146084	12742.205689	14623.995441	14623.995441	17435.986066	17435.986066	20672.153672	20672.153672	23266.451292	23266.451292	34510.202633	34510.202633	47935.916587	47935.916587	64172.015401	64172.015401	83473.940109	83473.940109	105435.808799	105435.808799	130353.803316	130353.803316	158008.443025	158008.443025	189170.928344	189170.928344	221643.503783	221643.503783	258104.418033	258104.418033	297373.166391	297373.166391	337063.796285	337063.796285	
78.213662	1259.656876	1310.622525	1258.350778	1329.373899	3602.285417	3613.199389	3615.785594	3702.586939	3322.934260	3398.660785	6450.456624	7225.608798	7687.914091	7874.231289	8022.612571	8340.845694	13392.709412	13485.635564	20664.858266	20912.958996	25338.899793	25338.899793	32303.476961	32372.768874	42605.035592	43249.557004	50910.866216	50910.866216	62276.441791	61892.304790	75578.983044	76642.762366	87078.824132	87078.824132	102553.812810	102553.812810	120221.224340	120221.224340	134295.805680	134295.805680	194636.824276	194636.824276	265747.563606	265747.563606	350882.482837	350882.482837	451273.292910	451273.292910	564741.933814	564741.933814	692776.517725	692776.517725	834213.139192	834213.139192	992951.533023	992951.533023	1157796.018394	1157796.018394	1342332.979598	1342332.979598	1540545.392376	1540545.392376	1740418.703497	1740418.703497	
186.403796	1539.397536	1594.903546	1537.972683	1615.280602	4068.925704	4029.080455	4031.714976	4120.070376	3669.564650	3746.117458	7219.560827	8017.478581	8491.023979	8681.418966	8832.870388	9157.176730	14232.940490	14325.293589	21386.663812	21628.570287	25925.968900	25925.968900	32632.207331	32698.645404	42461.194479	43073.319778	50328.763785	50328.763785	61033.186294	60672.375722	73492.650535	74486.326096	84216.552636	84216.552636	98592.525330	98592.525330	114943.095837	114943.095837	127929.737481	127929.737481	183317.732052	183317.732052	248177.596447	248177.596447	325447.037339	325447.037339	416197.026279	416197.026279	518429.152496	518429.152496	633465.376486	633465.376486	760243.572638	760243.572638	902238.924204	902238.924204	1049436.218211	1049436.218211	1213962.785892	1213962.785892	1390434.352360	1390434.352360	1568167.298860	1568167.298860	
110.943310	1097.453493	1138.310511	1096.405146	1153.318343	2962.447374	2943.565607	2945.539159	3011.740616	2687.905727	2745.368224	5265.444199	5861.110294	6215.090247	6357.502827	6470.821715	6713.576382	10527.421206	10597.017511	15933.229759	16116.466950	19375.299601	19375.299601	24472.259148	24522.812422	31961.134568	32428.106476	37967.357089	37967.357089	46151.978576	45875.898589	55692.871134	56454.341834	63914.555450	63914.555450	74947.620175	74947.620175	87509.120299	87509.120299	97494.406640	97494.406640	140142.325834	140142.325834	190170.775351	190170.775351	249852.138307	249852.138307	320023.588095	320023.588095	399146.183215	399146.183215	488247.094276	488247.094276	586507.195091	586507.195091	696624.361020	696624.361020	810831.914667	810831.914667	938540.230110	938540.230110	1075574.239908	1075574.239908	1213635.041200	1213635.041200	
39.106831	629.828438	655.311262	629.175389	664.686950	1801.142709	1806.599695	1807.892797	1851.293470	1661.467130	1699.330393	3225.228312	3612.804399	3843.957046	3937.115644	4011.306285	4170.422847	6696.354706	6742.817782	10332.429133	10456.479498	12669.449896	12669.449896	16151.738480	16186.384437	21302.517796	21624.778502	25455.433108	25455.433108	31138.220896	30946.152395	37789.491522	38321.381183	43539.412066	43539.412066	51276.906405	51276.906405	60110.612170	60110.612170	67147.902840	67147.902840	97318.412138	97318.412138	132873.781803	132873.781803	175441.241418	175441.241418	225636.646455	225636.646455	282370.966907	282370.966907	346388.258862	346388.258862	417106.569596	417106.569596	496475.766511	496475.766511	578898.009197	578898.009197	671166.489799	671166.489799	770272.696188	770272.696188	870209.351748	870209.351748	
16.446114	374.278045	390.296512	373.867918	396.197143	1115.710134	1126.667216	1127.510187	1155.814716	1041.444337	1066.229794	2012.673987	2264.569310	2415.190279	2475.968839	2524.402069	2628.362678	4291.045816	4321.804182	6711.001732	6793.942631	8276.768589	8276.768589	10620.187999	10643.554389	14102.834093	14321.244047	16921.257549	16921.257549	20789.266749	20658.353345	25329.303907	25692.861140	29262.861099	29262.861099	34566.373770	34566.373770	40632.897246	40632.897246	45473.038863	45473.038863	66278.234951	66278.234951	90874.915594	90874.915594	120394.745766	120394.745766	155273.787866	155273.787866	194760.944628	194760.944628	239377.650029	239377.650029	288721.410763	288721.410763	344156.594562	344156.594562	401773.459810	401773.459810	466321.597011	466321.597011	535700.052604	535700.052604	605700.976435	605700.976435	
8.783275	318.122268	332.751339	317.748195	338.149172	1003.221598	1022.349216	1023.158897	1050.361191	951.529703	975.472854	1832.070881	2073.574308	2218.487315	2277.061095	2323.776150	2424.160837	4045.898510	4076.129336	6441.513505	6524.127222	8005.414180	8005.414180	10359.935029	10383.481048	13881.214755	14102.745200	16745.065458	16745.065458	20690.761571	20556.973067	25339.396431	25712.327446	29378.956219	29378.956219	34839.323619	34839.323619	41101.105489	41101.105489	46106.974633	46106.974633	67698.682037	67698.682037	93331.773786	93331.773786	124193.962340	124193.962340	160753.480962	160753.480962	202230.769271	202230.769271	249178.421785	249178.421785	301177.128577	301177.128577	359669.874797	359669.874797	420531.336250	420531.336250	488779.692393	488779.692393	562198.541980	562198.541980	636331.581430	636331.581430	
3.524869	249.046936	261.657171	248.725102	266.321693	852.085712	879.814386	880.566669	905.862009	827.004673	849.439476	1589.877486	1814.553432	1950.050895	2004.951963	2048.790315	2143.145182	3689.776360	3718.923894	6023.519497	6104.709352	7566.539174	7566.539174	9909.301201	9932.827437	13444.539021	13667.943532	16340.005864	16340.005864	20351.296393	20214.930555	25102.292169	25484.411377	29247.990882	29247.990882	34871.972132	34871.972132	41344.307343	41344.307343	46532.902584	46532.902584	69020.405267	69020.405267	95871.833175	95871.833175	128344.030801	128344.030801	166947.880218	166947.880218	210871.617599	210871.617599	260707.606632	260707.606632	316016.886051	316016.886051	378341.856688	378341.856688	443287.007566	443287.007566	516208.836067	516208.836067	594746.332782	594746.332782	674127.592569	674127.592569	
