0.99393	0.993881	0.994052	0.99435	0.994623	0.994969	0.99531	0.995891	0.996513	0.997224	0.997956	0.998749	0.999562	1.00048	1.00156	1.00287	1.00432	1.0059	1.00758	1.00927	1.01097	1.01276	1.01455	1.0163	1.01815	1.01999	1.02199	1.02407	1.02622	1.02853	1.03112	1.03377	1.03654	1.03931	1.04207	1.04501	1.048	1.051	1.05416	1.05726	1.06036	1.06357	1.06701	1.07035	1.07357	1.07683	1.08014	1.08341	1.08662	1.09011	1.09352	1.09697	1.10029	1.10334	1.10632	1.10942	1.11237	1.11508	1.11788	1.12057	1.12312	1.12557	1.12784	1.12982	1.13176	1.13368	1.13485	1.13592	1.13655	1.13669	1.13645	1.13587	1.13465	1.13268	1.13014	1.12682	1.1223	1.11671	1.11026	1.10226	1.09256	1.08091	1.06722	1.05064	1.03041	1.00514	0.972409	0.92918	0.872378	0.79978	
0.798397	0.798386	0.798626	0.798865	0.799188	0.799581	0.800013	0.800504	0.801282	0.802227	0.803326	0.804678	0.806236	0.807747	0.809269	0.810878	0.812559	0.814327	0.81619	0.81817	0.820235	0.822505	0.824941	0.827419	0.829952	0.832579	0.835379	0.8383	0.841302	0.844325	0.847603	0.85084	0.854257	0.857962	0.861509	0.865063	0.8687	0.872605	0.87667	0.880625	0.884705	0.888708	0.892804	0.897086	0.901399	0.905721	0.910098	0.914483	0.919065	0.923473	0.928004	0.932543	0.937057	0.941564	0.946129	0.950677	0.955178	0.959714	0.963826	0.967963	0.972096	0.975979	0.979644	0.983213	0.986236	0.98915	0.99152	0.993435	0.994981	0.995899	0.996068	0.995889	0.994857	0.992982	0.990334	0.986678	0.981859	0.97591	0.968504	0.959709	0.949185	0.93683	0.922526	0.905549	0.884846	0.85822	0.822549	0.774068	0.709877	0.629925	
0.542686	0.673498	0.772041	0.858407	0.942594	1.02083	1.09782	1.17063	1.24576	1.31726	1.38748	1.45687	1.5233	1.59109	1.6563	1.71943	1.78249	1.84333	1.9027	1.96085	2.01731	2.07186	2.12435	2.17547	2.22428	2.26502	2.31003	2.35272	2.39305	2.43103	2.46679	2.5011	2.53384	2.5651	2.59532	2.62386	2.65175	2.67793	2.70387	2.72882	2.75369	2.778	2.80139	2.82416	2.8457	2.8656	2.88419	2.90136	2.91678	2.93047	2.94209	2.95218	2.96052	2.96651	2.97034	2.97148	2.97048	2.96692	2.96075	2.95205	2.94036	2.92584	2.90882	2.88935	2.86769	2.84352	2.81694	2.788	2.75711	2.72373	2.6879	2.64974	2.60932	2.56679	2.52257	2.47655	2.42847	2.37848	2.32681	2.27346	2.21853	2.16181	2.10368	2.04408	1.9828	1.92003	1.85611	1.79087	1.7241	1.65587	1.58635	1.5155	1.44324	1.36942	1.29351	1.21527	1.13445	1.04967	0.959265	0.85857	0.717761	
1	0.803816	0.804063	0.804354	0.802615	0.801407	0.797975	0.796847	0.793369	0.790645	0.787283	0.783633	0.779954	0.775066	0.77062	0.765589	0.759672	0.753656	0.747363	0.740121	0.732037	0.72341	0.713831	0.702832	0.691216	0.679808	0.667147	0.653765	0.63967	0.625289	0.611187	0.597673	0.584862	0.573244	0.562425	0.552834	0.544197	0.537281	0.531798	0.528448	0.527197	0.529137	0.532624	0.538028	0.544784	0.552975	0.56218	0.572211	0.583065	0.594845	0.607492	0.620916	0.634913	0.64926	0.663546	0.67793	0.692216	0.706535	0.720693	0.734243	0.747009	0.758961	0.770583	0.781717	0.792825	0.803415	0.813634	0.823712	0.833286	0.842335	0.850811	0.858595	0.865977	0.873803	0.88131	0.888472	0.895304	0.902322	0.908611	0.914405	0.919907	0.925196	0.93079	0.935873	0.940514	0.944944	0.949646	0.953551	0.957732	0.961335	0.965425	0.969086	0.972792	0.976061	0.978633	0.981399	0.983709	0.985578	0.987209	0.98945	1	
1	0.803892	0.804127	0.804396	0.802696	0.801464	0.798028	0.796892	0.793416	0.790744	0.787405	0.783659	0.779983	0.77508	0.770612	0.765613	0.759711	0.753727	0.747403	0.740236	0.732178	0.723478	0.713876	0.702954	0.691243	0.679839	0.667131	0.653724	0.639696	0.625291	0.611201	0.597646	0.584899	0.573263	0.562412	0.552859	0.544242	0.537271	0.531841	0.528468	0.527243	0.529157	0.532659	0.538096	0.544827	0.552995	0.562188	0.57222	0.583089	0.594846	0.607556	0.620945	0.634984	0.649308	0.663567	0.677958	0.692299	0.706595	0.720717	0.734241	0.747052	0.759011	0.770576	0.781803	0.792838	0.803445	0.813689	0.823697	0.833312	0.842379	0.850828	0.858606	0.866211	0.873885	0.88131	0.888475	0.895418	0.902307	0.908614	0.914442	0.919954	0.925216	0.930788	0.93592	0.940533	0.945009	0.949635	0.953637	0.95779	0.96147	0.965476	0.969132	0.972758	0.976049	0.978666	0.981428	0.983747	0.985593	0.987281	0.989441	1	
1	0.804052	0.804263	0.804567	0.802837	0.801649	0.79819	0.797072	0.793613	0.791008	0.787627	0.78382	0.780049	0.775183	0.770702	0.765725	0.759865	0.753833	0.747571	0.740454	0.732442	0.723666	0.714011	0.703138	0.691404	0.679905	0.66719	0.653755	0.639731	0.62541	0.611243	0.597685	0.585031	0.573316	0.562487	0.55293	0.544308	0.537318	0.531913	0.528568	0.527332	0.529219	0.532768	0.538222	0.544991	0.553085	0.562323	0.572318	0.583146	0.594957	0.607706	0.621057	0.635103	0.649398	0.663683	0.67804	0.692456	0.70671	0.720854	0.734347	0.74711	0.759158	0.770656	0.782007	0.792926	0.803506	0.81385	0.823767	0.833403	0.842484	0.850981	0.858755	0.866715	0.874244	0.881416	0.88849	0.895568	0.902294	0.908649	0.914536	0.920102	0.92535	0.930836	0.936016	0.940628	0.945187	0.949702	0.953847	0.957945	0.961793	0.965628	0.969335	0.972789	0.97604	0.978751	0.981531	0.983883	0.985712	0.987449	0.98953	1	
1	0.804291	0.804481	0.804756	0.803049	0.801869	0.79845	0.797374	0.793985	0.791371	0.787944	0.784099	0.780222	0.775338	0.770848	0.765845	0.760037	0.75407	0.747805	0.740702	0.73275	0.723971	0.714202	0.703381	0.691595	0.679983	0.667303	0.653869	0.639868	0.625569	0.611324	0.597815	0.58523	0.573431	0.562594	0.553045	0.544455	0.537482	0.532023	0.528712	0.527521	0.529362	0.532958	0.538397	0.545163	0.553281	0.562472	0.572468	0.583314	0.59513	0.607887	0.621299	0.63528	0.649545	0.663862	0.678364	0.692735	0.706887	0.721011	0.734514	0.7473	0.759328	0.770947	0.782245	0.793088	0.803613	0.814018	0.823963	0.833566	0.842698	0.851201	0.859325	0.86724	0.874633	0.881701	0.888565	0.895726	0.902328	0.908677	0.914653	0.920283	0.925639	0.930982	0.93616	0.940837	0.945427	0.949933	0.954149	0.958229	0.962143	0.965869	0.969611	0.972994	0.976068	0.978937	0.981688	0.984051	0.985928	0.987681	0.989718	1	
1	0.804604	0.804771	0.805074	0.803352	0.8022	0.798817	0.797798	0.794404	0.791796	0.788412	0.784536	0.78059	0.775694	0.771104	0.766113	0.760422	0.754436	0.748145	0.74104	0.733159	0.724379	0.714534	0.703758	0.691845	0.680092	0.667506	0.654068	0.640103	0.625796	0.611477	0.598039	0.5855	0.573649	0.562757	0.553241	0.544661	0.537713	0.532183	0.528922	0.527712	0.529623	0.533207	0.538647	0.545377	0.553548	0.562696	0.572647	0.583578	0.595365	0.608112	0.621606	0.635532	0.649757	0.664083	0.678719	0.693137	0.707219	0.721204	0.734765	0.747589	0.759595	0.771302	0.782486	0.793368	0.803955	0.814241	0.824223	0.833815	0.842937	0.851677	0.859951	0.867746	0.875044	0.882123	0.88892	0.895898	0.90247	0.908682	0.914789	0.920482	0.925979	0.931301	0.936413	0.941188	0.945808	0.950327	0.954584	0.958625	0.962568	0.966195	0.9699	0.973282	0.976308	0.979174	0.981917	0.984234	0.986198	0.987994	0.990003	1	
1	0.804992	0.805206	0.805518	0.80382	0.802692	0.799366	0.798305	0.794887	0.792296	0.78894	0.785104	0.781095	0.776173	0.771513	0.766457	0.760827	0.754838	0.748547	0.741478	0.733638	0.724849	0.71499	0.704235	0.692245	0.680364	0.667834	0.654399	0.640388	0.626067	0.611688	0.598343	0.585805	0.57399	0.562994	0.553489	0.544903	0.53795	0.532485	0.529164	0.527946	0.529914	0.53352	0.538975	0.545667	0.553824	0.562979	0.572959	0.583899	0.595672	0.608473	0.621927	0.635867	0.650049	0.664452	0.679129	0.693589	0.707692	0.721568	0.735066	0.747916	0.759957	0.771657	0.782869	0.793767	0.804352	0.814583	0.824582	0.834172	0.843413	0.852316	0.860608	0.868322	0.875564	0.882599	0.889488	0.896187	0.902651	0.908813	0.91498	0.920768	0.926348	0.931651	0.936747	0.941642	0.946353	0.950802	0.955109	0.959106	0.96311	0.966603	0.970288	0.973702	0.976678	0.979589	0.982174	0.984451	0.986544	0.98837	0.990375	1	
1	0.805457	0.805688	0.80603	0.804369	0.803345	0.800039	0.798937	0.795522	0.792921	0.789613	0.785741	0.781643	0.776777	0.772059	0.76691	0.761253	0.755293	0.749024	0.742001	0.734204	0.725394	0.715511	0.704772	0.692803	0.680762	0.668248	0.654803	0.640778	0.626379	0.611997	0.598693	0.586174	0.574366	0.563333	0.553838	0.545193	0.53823	0.53285	0.529458	0.528269	0.53028	0.533914	0.539348	0.546043	0.554149	0.563332	0.573372	0.58427	0.596114	0.6089	0.622311	0.636291	0.650515	0.664873	0.679536	0.694093	0.708193	0.722017	0.735473	0.748326	0.760467	0.772112	0.783336	0.794213	0.804811	0.815094	0.825041	0.834658	0.844098	0.852979	0.861239	0.868902	0.876153	0.883157	0.890176	0.896651	0.903057	0.909116	0.915249	0.921125	0.926787	0.932113	0.9371	0.942184	0.946958	0.951287	0.9557	0.959641	0.963695	0.96714	0.970794	0.974187	0.977141	0.980062	0.982571	0.984908	0.987018	0.98888	0.990846	1	
1	0.805975	0.806234	0.806615	0.805053	0.804052	0.800753	0.799613	0.796208	0.793638	0.790342	0.78647	0.78226	0.777459	0.77277	0.767578	0.76187	0.755813	0.749578	0.742608	0.734799	0.725972	0.716068	0.705367	0.693474	0.681237	0.668658	0.655238	0.641198	0.626723	0.612428	0.599084	0.586582	0.574817	0.563792	0.554241	0.545616	0.538613	0.533227	0.529765	0.528679	0.53074	0.534362	0.539785	0.546487	0.554561	0.563782	0.573815	0.584768	0.596644	0.609396	0.622745	0.636801	0.6511	0.665518	0.680054	0.694584	0.708753	0.722594	0.735991	0.748854	0.761036	0.772629	0.78386	0.794812	0.805353	0.815658	0.825587	0.835455	0.844844	0.853739	0.861911	0.869517	0.876838	0.88389	0.890875	0.897417	0.903525	0.909546	0.915599	0.921589	0.927298	0.932601	0.937587	0.942876	0.947576	0.951846	0.956306	0.96024	0.964263	0.967793	0.97135	0.974805	0.977743	0.980692	0.983133	0.985425	0.9875	0.989435	0.991368	1	
1	0.806673	0.806914	0.807397	0.805822	0.804846	0.801532	0.800314	0.796968	0.794384	0.791077	0.787223	0.782985	0.778235	0.773545	0.768331	0.762624	0.756489	0.75014	0.74324	0.73547	0.726657	0.716829	0.706051	0.694191	0.681782	0.669172	0.655769	0.641671	0.627148	0.612941	0.599547	0.586996	0.575282	0.564324	0.554652	0.546112	0.539132	0.533673	0.530198	0.52918	0.531264	0.534832	0.540286	0.547002	0.555049	0.564265	0.574337	0.585324	0.597235	0.609953	0.623355	0.637327	0.651786	0.666227	0.680708	0.695124	0.709354	0.723306	0.73668	0.749438	0.761612	0.773197	0.784503	0.795499	0.806063	0.816355	0.8265	0.836319	0.845616	0.854521	0.862641	0.87029	0.877607	0.884709	0.891596	0.898166	0.904246	0.910118	0.91614	0.922132	0.927835	0.933182	0.93829	0.943543	0.948237	0.952499	0.956896	0.960896	0.964891	0.968522	0.972026	0.975474	0.978495	0.981359	0.983802	0.986123	0.988135	0.990039	0.992009	1	
