  616.00, 3326.29
  617.00, 3296.05
  618.00, 3302.22
  619.00, 3336.18
  620.00, 3326.38
  621.00, 3339.92
  622.00, 3356.40
  623.00, 3358.57
  624.00, 3375.17
  625.00, 3329.33
  626.00, 3328.36
  627.00, 3391.35
  628.00, 3349.53
  629.00, 3392.79
  630.00, 3386.14
  631.00, 3444.58
  632.00, 3376.80
  633.00, 3354.53
  634.00, 3378.26
  635.00, 3360.23
  636.00, 3383.63
  637.00, 3354.89
  638.00, 3380.85
  639.00, 3328.78
  640.00, 3345.89
  641.00, 3304.42
  642.00, 3302.08
  643.00, 3264.75
  644.00, 3257.22
  645.00, 3236.50
  646.00, 3201.32
  647.00, 3160.09
  648.00, 3132.04
  649.00, 3117.19
  650.00, 3102.96
  651.00, 3074.44
  652.00, 3043.81
  653.00, 2981.28
  654.00, 2979.59
  655.00, 2961.65
  656.00, 2922.49
  657.00, 2901.01
  658.00, 2827.99
  659.00, 2845.11
  660.00, 2791.79
  661.00, 2789.07
  662.00, 2776.98
  663.00, 2772.35
  664.00, 2728.77
  665.00, 2694.83
  666.00, 2715.21
  667.00, 2666.86
  668.00, 2647.26
  669.00, 2619.89
  670.00, 2627.64
  671.00, 2632.75
  672.00, 2592.19
  673.00, 2606.91
  674.00, 2580.31
  675.00, 2552.23
  676.00, 2547.75
  677.00, 2535.21
  678.00, 2548.07
  679.00, 2524.43
  680.00, 2526.50
  681.00, 2529.50
  682.00, 2538.67
  683.00, 2522.04
  684.00, 2513.99
  685.00, 2525.36
  686.00, 2491.35
  687.00, 2498.83
  688.00, 2516.47
  689.00, 2496.13
  690.00, 2471.43
  691.00, 2533.28
  692.00, 2508.30
  693.00, 2513.66
  694.00, 2495.56
  695.00, 2521.03
  696.00, 2501.00
  697.00, 2503.17
  698.00, 2499.72
  699.00, 2510.45
  700.00, 2491.47
  701.00, 2498.51
  702.00, 2494.37
  703.00, 2484.46
  704.00, 2481.83
  705.00, 2486.77
  706.00, 2439.09
  707.00, 2437.29
  708.00, 2435.69
  709.00, 2436.12
  710.00, 2403.43
  711.00, 2431.01
  712.00, 2408.48
  713.00, 2354.55
  714.00, 2339.99
  715.00, 2306.09
  716.00, 2291.51
  717.00, 2265.84
  718.00, 2251.75
  719.00, 2214.58
  720.00, 2185.57
  721.00, 2131.76
  722.00, 2097.14
  723.00, 2075.40
  724.00, 2039.62
  725.00, 2032.11
  726.00, 2016.34
  727.00, 1981.76
  728.00, 1970.47
  729.00, 1942.45
  730.00, 1947.43
  731.00, 1902.57
  732.00, 1880.34
  733.00, 1889.39
  734.00, 1821.56
  735.00, 1839.73
  736.00, 1830.60
  737.00, 1775.95
  738.00, 1766.66
  739.00, 1749.65
  740.00, 1763.45
  741.00, 1746.14
  742.00, 1696.98
  743.00, 1667.86
  744.00, 1677.06
  745.00, 1657.76
  746.00, 1625.49
  747.00, 1630.75
  748.00, 1596.47
  749.00, 1597.32
  750.00, 1540.93
  751.00, 1566.67
  752.00, 1533.33
  753.00, 1536.88
  754.00, 1522.95
  755.00, 1500.78
  756.00, 1484.07
  757.00, 1488.34
  758.00, 1474.14
  759.00, 1473.10
  760.00, 1441.69
  761.00, 1434.56
  762.00, 1431.53
  763.00, 1407.80
  764.00, 1380.90
  765.00, 1379.00
  766.00, 1369.75
  767.00, 1393.88
  768.00, 1354.23
  769.00, 1357.19
  770.00, 1340.75
  771.00, 1322.45
  772.00, 1319.80
  773.00, 1311.38
  774.00, 1316.37
  775.00, 1295.83
  776.00, 1275.79
  777.00, 1276.52
  778.00, 1230.08
  779.00, 1248.83
  780.00, 1227.65
  781.00, 1239.81
  782.00, 1217.47
  783.00, 1215.87
  784.00, 1239.79
  785.00, 1246.01
  786.00, 1227.71
  787.00, 1236.68
  788.00, 1245.07
  789.00, 1233.91
  790.00, 1257.97
  791.00, 1228.86
  792.00, 1235.57
  793.00, 1247.58
  794.00, 1242.73
  795.00, 1248.56
  796.00, 1244.38
  797.00, 1238.40
  798.00, 1248.07
  799.00, 1234.78
  800.00, 1243.80
  801.00, 1219.14
  802.00, 1218.13
  803.00, 1209.86
  804.00, 1202.28
  805.00, 1198.67
  806.00, 1183.53
  807.00, 1180.56
  808.00, 1163.57
  809.00, 1150.78
  810.00, 1137.28
  811.00, 1124.96
  812.00, 1125.86
  813.00, 1094.23
  814.00, 1088.04
  815.00, 1084.51
  816.00, 1071.73
  817.00, 1063.17
  818.00, 1046.01
  819.00, 1028.00
  820.00,  996.63
  821.00, 1000.27
  822.00,  979.48
  823.00,  975.67
  824.00,  942.54
  825.00,  953.84
  826.00,  923.87
  827.00,  918.01
  828.00,  900.94
  829.00,  883.06
  830.00,  874.08
  831.00,  863.12
  832.00,  852.24
  833.00,  835.14
  834.00,  809.20
  835.00,  814.81
  836.00,  807.76
  837.00,  792.27
  838.00,  786.87
  839.00,  773.32
  840.00,  770.04
  841.00,  754.42
  842.00,  751.99
  843.00,  721.20
  844.00,  718.91
  845.00,  715.07
  846.00,  701.19
  847.00,  681.67
  848.00,  683.50
  849.00,  689.39
  850.00,  671.66
  851.00,  670.42
  852.00,  659.54
  853.00,  649.28
  854.00,  640.79
  855.00,  629.16
  856.00,  613.43
  857.00,  619.55
  858.00,  611.02
  859.00,  604.19
  860.00,  597.66
  861.00,  599.27
  862.00,  583.53
  863.00,  582.43
  864.00,  567.68
  865.00,  558.54
  866.00,  557.24
  867.00,  556.98
  868.00,  548.01
  869.00,  532.68
  870.00,  532.54
  871.00,  529.26
  872.00,  525.45
  873.00,  519.14
  874.00,  505.76
  875.00,  516.69
  876.00,  502.55
  877.00,  502.92
  878.00,  484.18
  879.00,  486.63
  880.00,  481.99
  881.00,  477.64
  882.00,  468.78
  883.00,  467.76
  884.00,  463.01
  885.00,  457.59
  886.00,  459.13
  887.00,  453.29
  888.00,  453.45
  889.00,  448.65
  890.00,  444.03
  891.00,  445.86
  892.00,  441.91
  893.00,  439.67
  894.00,  436.90
  895.00,  436.54
  896.00,  427.25
  897.00,  432.05
  898.00,  430.78
  899.00,  425.47
  900.00,  424.37
  901.00,  429.20
  902.00,  426.57
  903.00,  426.77
  904.00,  433.18
  905.00,  433.11
  906.00,  434.38
  907.00,  429.73
  908.00,  428.31
  909.00,  430.31
  910.00,  431.70
  911.00,  432.75
  912.00,  417.03
  913.00,  416.25
  914.00,  424.28
  915.00,  422.76
  916.00,  410.38
  917.00,  414.21
  918.00,  411.58
  919.00,  415.73
  920.00,  402.49
  921.00,  399.61
  922.00,  395.92
  923.00,  394.19
  924.00,  385.93
  925.00,  381.22
  926.00,  378.98
  927.00,  375.47
  928.00,  368.93
  929.00,  364.23
  930.00,  361.47
  931.00,  356.27
  932.00,  353.54
  933.00,  341.63
  934.00,  339.67
  935.00,  329.87
  936.00,  320.68
  937.00,  308.73
  938.00,  304.71
  939.00,  288.87
  940.00,  284.70
  941.00,  278.32
  942.00,  269.08
  943.00,  265.72
  944.00,  256.48
  945.00,  262.29
  946.00,  257.25
  947.00,  256.05
  948.00,  250.40
  949.00,  251.41
  950.00,  251.46
  951.00,  251.86
  952.00,  253.03
  953.00,  256.84
  954.00,  253.44
  955.00,  259.03
  956.00,  256.24
  957.00,  254.00
  958.00,  257.85
  959.00,  253.93
  960.00,  250.82
  961.00,  250.58
  962.00,  258.86
  963.00,  254.25
  964.00,  256.72
  965.00,  254.76
  966.00,  247.97
  967.00,  251.61
  968.00,  250.01
  969.00,  246.80
  970.00,  241.89
  971.00,  238.63
  972.00,  251.52
  973.00,  243.39
  974.00,  238.64
  975.00,  238.35
  976.00,  240.21
  977.00,  237.37
  978.00,  244.89
  979.00,  236.40
  980.00,  232.20
  981.00,  231.93
  982.00,  225.62
  983.00,  231.94
  984.00,  232.93
  985.00,  226.02
  986.00,  228.73
  987.00,  224.16
  988.00,  231.56
  989.00,  222.15
  990.00,  229.44
  991.00,  223.89
  992.00,  224.85
  993.00,  220.67
  994.00,  222.66
  995.00,  221.01
  996.00,  221.54
  997.00,  219.12
  998.00,  215.90
  999.00,  221.25
 1000.00,  213.96
