0	9.4571e+17	9.41505e+17	9.38994e+17	9.35445e+17	9.30239e+17	9.23537e+17	9.07174e+17	9.09679e+17	8.92601e+17	8.98919e+17	9.06988e+17	9.14898e+17	9.2375e+17	9.31887e+17	9.38384e+17	9.44045e+17	9.48333e+17	9.48187e+17	9.48515e+17	9.5269e+17	9.54663e+17	9.5818e+17	9.59865e+17	9.61979e+17	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	7.01937e+14	7.69712e+14	9.06405e+14	1.09343e+15	1.36576e+15	1.6868e+15	2.02187e+15	2.30626e+15	2.564e+15	2.67638e+15	2.63143e+15	2.47353e+15	2.25126e+15	2.01363e+15	1.75953e+15	1.47762e+15	1.21947e+15	1.02812e+15	8.31468e+14	6.73865e+14	5.45132e+14	4.83501e+14	4.52903e+14	4.34845e+14	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3.91473e+11	4.71477e+11	6.16343e+11	9.60955e+11	1.44457e+12	1.97135e+12	2.76061e+12	3.55627e+12	4.48886e+12	4.59128e+12	4.53458e+12	3.91696e+12	3.19706e+12	2.61165e+12	2.088e+12	1.60449e+12	1.18139e+12	9.53092e+11	8.07264e+11	6.20256e+11	5.42538e+11	4.61888e+11	3.98566e+11	3.72779e+11	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	8.04362e+13	8.80995e+13	1.03827e+14	1.25627e+14	1.58009e+14	1.96609e+14	2.37469e+14	2.72802e+14	3.05515e+14	3.19334e+14	3.13264e+14	2.92892e+14	2.65018e+14	2.35753e+14	2.04931e+14	1.71048e+14	1.40506e+14	1.1814e+14	9.55855e+13	7.74395e+13	6.29506e+13	5.58784e+13	5.23662e+13	5.02119e+13	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2.50715e+11	2.90466e+11	3.77288e+11	6.32936e+11	9.91302e+11	1.36703e+12	1.95922e+12	2.56424e+12	3.28826e+12	3.33332e+12	3.31164e+12	2.82923e+12	2.27653e+12	1.84637e+12	1.466e+12	1.12278e+12	8.10668e+11	6.4896e+11	5.58082e+11	4.21043e+11	3.70388e+11	3.14181e+11	2.68631e+11	2.55215e+11	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	4.04062e+10	4.90624e+10	6.50478e+10	1.03807e+11	1.5774e+11	2.15419e+11	3.00066e+11	3.84385e+11	4.81733e+11	4.92351e+11	4.8703e+11	4.22993e+11	3.47011e+11	2.85162e+11	2.28908e+11	1.76687e+11	1.29907e+11	1.04263e+11	8.72776e+10	6.64049e+10	5.7446e+10	4.87704e+10	4.21194e+10	3.96395e+10	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1.20061e+11	1.4604e+11	1.91757e+11	3.00105e+11	4.52762e+11	6.20927e+11	8.7513e+11	1.13143e+12	1.43324e+12	1.46782e+12	1.44753e+12	1.24742e+12	1.01477e+12	8.24776e+11	6.55941e+11	5.00561e+11	3.66899e+11	2.95695e+11	2.51315e+11	1.93679e+11	1.70983e+11	1.45643e+11	1.25451e+11	1.17175e+11	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1.97369e+10	2.30344e+10	2.97006e+10	4.87584e+10	7.58788e+10	1.05181e+11	1.51862e+11	1.99676e+11	2.57227e+11	2.61668e+11	2.59048e+11	2.20583e+11	1.76802e+11	1.42293e+11	1.12133e+11	8.49637e+10	6.11393e+10	4.90077e+10	4.24865e+10	3.24402e+10	2.90503e+10	2.4772e+10	2.12116e+10	2.00074e+10	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	7.87565e+09	9.33874e+09	1.20779e+10	1.93179e+10	2.96512e+10	4.10415e+10	5.90524e+10	7.75017e+10	9.97036e+10	1.01775e+11	1.00462e+11	8.56171e+10	6.87329e+10	5.52447e+10	4.34971e+10	3.28705e+10	2.37783e+10	1.9131e+10	1.65771e+10	1.27686e+10	1.14719e+10	9.79097e+09	8.39597e+09	7.86793e+09	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2.16194e+09	2.50595e+09	3.25776e+09	5.50273e+09	8.65505e+09	1.19539e+10	1.71239e+10	2.2373e+10	2.86168e+10	2.90065e+10	2.88341e+10	2.46838e+10	1.98959e+10	1.61589e+10	1.28334e+10	9.82524e+09	7.0744e+09	5.64496e+09	4.83568e+09	3.6406e+09	3.20382e+09	2.72259e+09	2.33175e+09	2.21877e+09	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

