0.000000	16.377170	6135476.317523	30.691404	6743742.788543	25500013.831369	32195013.589838	34090013.219967	35220013.292101	40201017.781263	44736015.638094	12224547.850056	16000105.727853	18200201.519305	29944926.388977	21313347.794155	29507811.326769	7298166.033426	7649336.777314	6099508.650568	6569451.681627	17719298.658215	18029312.154171	3008121.835069	4151873.160464	31642437.792192	4113141.655586	6553793.703461	6583175.740983	2307782.535224	2159237.572042	3064921.537668	3393409.855444	2901914.229372	2931070.423105	1648291.350299	1754384.276722	1954932.957803	3080147.150349	1598577.327689	1592492.250403	973606.673126	977424.812716	691171.016723	720847.734996	586492.723045	589443.693112	635253.364306	638513.557022	817471.490448	819671.539707	1118642.103977	1147493.790334	1564801.738711	1621368.747126	2198907.320817	2254667.287000	3032770.429033	3054447.431742	4012036.067442	1813275.770828	5268516.100664	3257546.705987	3003455.039243	3002605.039532	
0.000628	544.725186	6136185.797149	516.261745	6744193.293311	25504356.400758	32199929.865543	34094985.315501	35225105.807927	40206829.941691	44741680.589683	12227356.102059	16003594.170803	18204530.057994	29961945.028204	21320731.180051	29514407.720547	7405838.665676	7757249.110687	6167007.590968	6639473.442754	17965157.295232	18277449.280611	3624056.422012	4778258.208764	31974410.978038	4398355.278649	6767066.102645	6793523.646717	4431342.737124	4448367.320083	3920722.967266	4267850.862523	3185242.147416	3202610.610495	5488534.306434	9862084.936398	3447818.065640	4842810.394717	2134167.777911	2134215.066050	1715520.753877	1750020.815588	1993616.135362	2210433.206636	2679985.531683	2682815.102005	3904668.223826	3907931.187070	5822553.688621	5824754.538127	8327664.099207	8575082.870171	11775382.219018	11831949.359997	16300898.812653	16521956.245791	22153002.706125	22174679.750446	28801735.823808	12943531.631988	36954895.069301	22747628.243592	20764396.801590	20763546.803108	
0.192891	1875.282700	6137712.324564	1665.731789	6745411.890979	25515259.037509	32211051.226922	34106269.788089	35236454.553247	40218636.622122	44753248.751215	12231711.786645	16009269.767006	18211314.465638	29982384.875355	21331453.139768	29523161.720658	7527432.449331	7877986.439350	6234790.057790	6709034.140513	18190973.046494	18505140.852408	4139788.707682	5307351.631714	32250881.329536	4641733.249572	6944761.312598	6969534.245460	5952598.449083	6115840.749159	4579192.299554	4941346.090184	3428956.724120	3436361.216394	8181364.523143	15566655.781559	4554805.212128	6118030.066272	2580706.243894	2583209.150851	2318979.394095	2371891.608496	3012033.099120	3348613.011380	4279384.485384	4282141.791510	6344601.841337	6347867.463359	9481032.383106	9483234.050650	13503466.211618	13913145.562438	19016046.512743	19072613.786233	26162242.471538	26504900.533206	35397972.854341	35419649.939193	45824806.381295	20641824.388111	58494022.854217	35976778.831165	32809735.198871	32808885.199134	
2.256736	3645.024142	6139677.897285	3203.584614	6747042.659078	25527895.173760	32223457.292179	34118843.411639	35249022.583747	40231372.519343	44765699.774669	12236565.209012	16015568.670901	18218759.057259	30002298.888524	21342568.232586	29532363.790621	7636264.286686	7985826.183956	6296432.616221	6772106.021685	18382711.583954	18698306.810862	4569007.098049	5748270.460223	32488390.593479	4853670.546749	7099032.595658	7122489.930442	7182137.517581	7464009.703574	5138266.867143	5513535.556623	3643876.894734	3642675.830509	10357235.037293	20109776.042080	5490397.635984	7183896.086497	2971241.737866	2975044.488818	2842797.800257	2909998.165649	3887105.218534	4317785.769479	5647260.662008	5649963.506694	8419763.742016	8423031.804835	12576596.887819	12578799.324058	17863764.025611	18411117.198744	25097075.162135	25153642.558882	34415164.443872	34861008.441614	46456650.687861	46478327.809872	60006621.795393	27069277.413512	76391972.957598	46963111.863159	42815810.427099	42814960.425094	
9.367305	5616.701616	6141841.892850	4926.108752	6748863.481210	25540668.272264	32235796.942748	34131335.142852	35261478.120343	40243872.454538	44777898.080709	12241565.833637	16022026.020449	18226343.303179	30021299.204849	21353539.271348	29541552.459632	7734270.030876	8082883.448532	6353259.052494	6830165.949817	18551485.386614	18868234.581208	4943477.216360	6133015.389035	32700906.479405	5044907.523903	7237903.524719	7260242.990474	8242346.452561	8625347.335260	5636463.640836	6023619.874286	3839414.758288	3830498.691706	12235068.230559	23987921.484476	6322848.419786	8126050.510427	3325127.583892	3329679.714704	3315658.160119	3394910.971507	4672878.111008	5183320.725061	6872972.039409	6875630.085169	10274023.110331	10277293.444028	15335267.421953	15337470.582702	21740673.365422	22410881.438340	30495168.455605	30551735.967824	41727571.174931	42265521.794068	56242810.049966	56264487.206462	72541683.095858	32757204.453589	92189669.023089	56656990.485744	51646406.801073	51645556.796312	
24.257792	7680.132877	6144094.069220	6735.771099	6750771.719396	25553119.474933	32247727.293120	34143401.029034	35273494.827776	40255880.589294	44789600.728833	12246581.143486	16028477.458314	18233890.175384	30039423.824837	21364237.750928	29550588.274023	7823889.306000	8171626.507341	6406347.422811	6884358.775914	18703916.477048	19021637.881037	5279948.610295	6478676.523382	32895690.639182	5221222.922066	7365671.259247	7387021.122967	9189153.933868	9661298.334852	6092227.986896	6490390.325041	4020757.965551	4004765.404875	13913636.634116	27425482.771523	7083881.942723	8983506.577269	3652521.404113	3657503.810355	3752090.813661	3841947.162411	5395648.422007	5976431.368474	7999027.645594	8001647.105103	11974476.959227	11977749.430184	17860761.356009	17862965.204458	25284635.342763	26067409.408683	35424431.347878	35480998.969255	48396696.665151	49019061.030154	65160696.666749	65182373.855624	83955608.566107	37940529.096358	106561098.965287	65473673.643721	59678954.727318	59678104.719537	
48.523206	9781.024630	6146380.567779	8583.407381	6752716.538553	25565121.741809	32259174.694262	34154969.471328	35285009.000424	40267364.045423	44800780.464895	12251554.977080	16034857.078791	18241331.959981	30056770.777612	21374639.079182	29559428.157554	7906906.683720	8253838.571750	6456446.536536	6935469.220194	18844051.383883	19162615.457539	5588220.143161	6795299.846197	33077040.483042	5386105.324393	7484935.065245	7505387.045846	10053443.003651	10605966.163148	6516136.737596	6924629.130594	4191097.542561	4168515.145865	15447262.307429	30545163.032227	7791481.532082	9778095.934770	3959538.337734	3964745.036606	4160695.614929	4260123.231061	6070687.377768	6715044.509235	9049866.831536	9052452.087738	13559336.150422	13562610.650359	20211673.492126	20213877.997423	28580096.474769	29467718.411028	40004531.502277	40061099.227604	54587894.163414	55288899.893651	73434517.453044	73456194.672594	94539121.607030	42749540.161202	119877894.431989	73641983.679826	67121491.719742	67120641.708793	
82.821721	11891.234438	6148673.689731	10442.985456	6754671.374957	25576659.065332	32270148.668402	34166052.287273	35296036.158480	40278352.631853	44811469.555737	12256463.047420	16041138.408033	18248643.613513	30073436.332458	21384751.408403	29568063.952273	7984592.336065	8330781.997564	6504085.883382	6984048.422563	18974522.143518	19293831.556953	5874511.297376	7089278.118137	33247724.381971	5541834.374756	7597394.963653	7617019.075997	10854145.841557	11480311.371105	6914878.754434	7333158.363957	4352548.309555	4323763.826430	16869169.904645	33421566.295390	8456939.946705	10523396.834113	4250177.558524	4255465.164549	4547035.560673	4655250.143556	6707749.529237	7410516.461786	10041000.086871	10043554.436192	15052695.472915	15055971.911679	22424747.414018	22426952.549904	31679772.353462	32666141.102924	44309942.855488	44366510.680380	60403722.830234	61178805.176184	81203030.479440	81224707.728251	104471784.607733	47264867.365690	132369064.518493	81302859.373821	74102179.864092	74101329.849888	
127.221804	13995.477315	6150958.519434	12300.058982	6756621.656441	25587752.371326	32280682.797257	34176685.020254	35306613.652857	40288890.655071	44821713.344734	12261295.260887	16047311.864030	18255817.842426	30089502.867128	21394592.535984	29576500.498729	8057867.013943	8403369.293819	6549652.421451	7030497.594693	19097141.027144	19417119.707272	6143043.961531	7364956.850374	33409650.860349	5689998.340459	7704236.361679	7723088.419745	11603856.697780	12298291.011344	7293019.138903	7720635.820086	4506600.216921	4471932.728459	18201445.182450	36103981.559334	9087936.228545	11228576.479047	4527233.056535	4532496.487017	4914969.483688	5031348.697606	7313546.049858	8070612.939877	10983057.312967	10985583.345725	16471000.105194	16474278.406049	24524971.033916	24527176.777679	34619407.876620	35699524.071318	48391063.104460	48447631.025154	65913432.704642	66758849.856690	88559793.742215	88581471.019084	113874507.923748	51540877.346714	144188582.524375	88551026.765634	80707176.766448	80706326.748941	
181.460829	16085.094432	6153226.694608	14146.252502	6758559.029235	25598433.330833	32290815.203164	34186907.376820	35316782.099649	40299022.259044	44831556.354170	12266048.140818	16053375.415200	18262854.989902	30105038.938065	21404182.088165	29584747.274087	8127420.636494	8472283.132795	6593440.049762	7075120.730802	19213224.508333	19533811.296482	6396859.955515	7625469.075783	33564215.459649	5831767.820714	7806333.626959	7824459.383599	12311550.660337	13069851.233466	7653879.618885	8090451.696589	4654361.233506	4614079.384481	19459831.762524	38627336.645760	9690049.689296	11900260.135279	4792771.470015	4797931.187567	5267338.211406	5391373.992017	7892991.844302	8700995.825454	11883806.072704	11886305.884250	17826236.725832	17829516.822361	26530516.960262	26532723.291997	37424952.005787	38594618.225320	52284433.292246	52341001.305466	71167165.352617	72079774.889791	95572490.079329	95594167.383222	122834691.032580	55616904.293135	155447644.610773	95454877.306142	86998701.941861	86997851.921026	
