0	9.31264e+17	9.19054e+17	8.77545e+17	8.43372e+17	8.8149e+17	9.14822e+17	9.35658e+17	9.43706e+17	9.52638e+17	0	
0	9.4092e+17	9.28799e+17	8.87542e+17	8.52059e+17	8.8682e+17	9.18975e+17	9.39113e+17	9.47993e+17	9.56847e+17	0	
0	9.47071e+17	9.34912e+17	8.96685e+17	8.65461e+17	8.97482e+17	9.26228e+17	9.44872e+17	9.53138e+17	9.61754e+17	0	
0	9.47977e+17	9.35907e+17	8.98484e+17	8.69886e+17	9.00296e+17	9.27833e+17	9.45968e+17	9.54017e+17	9.62584e+17	0	
0	9.47984e+17	9.35955e+17	8.98875e+17	8.71623e+17	9.01037e+17	9.28074e+17	9.46053e+17	9.54018e+17	9.62581e+17	0	
0	0	0	0	0	0	0	0	0	0	0	

0	7.64023e+14	1.39001e+15	2.26408e+15	2.82109e+15	2.51825e+15	1.93616e+15	1.247e+15	6.90369e+14	4.24591e+14	0	
0	7.91987e+14	1.36369e+15	2.22565e+15	2.77003e+15	2.48139e+15	1.89987e+15	1.22367e+15	6.66019e+14	4.12439e+14	0	
0	5.66311e+14	1.11972e+15	1.88296e+15	2.39603e+15	2.13439e+15	1.62546e+15	1.0321e+15	5.24483e+14	2.97871e+14	0	
0	4.42958e+14	9.54015e+14	1.68555e+15	2.20308e+15	1.93823e+15	1.44918e+15	8.82519e+14	4.13056e+14	2.08401e+14	0	
0	4.25499e+14	9.08344e+14	1.62162e+15	2.14691e+15	1.87798e+15	1.39244e+15	8.38697e+14	3.87953e+14	1.93812e+14	0	
0	0	0	0	0	0	0	0	0	0	0	

0	4.0568e+11	1.25167e+12	3.1199e+12	5.35379e+12	3.82671e+12	2.31088e+12	1.14873e+12	6.03823e+11	3.70236e+11	0	
0	6.01201e+11	1.3237e+12	3.11845e+12	5.23804e+12	3.80776e+12	2.32771e+12	1.16576e+12	5.24413e+11	3.2623e+11	0	
0	3.12332e+11	9.99389e+11	2.57458e+12	4.53761e+12	3.24171e+12	1.94476e+12	9.22919e+11	3.55969e+11	1.91757e+11	0	
0	1.33494e+11	7.83387e+11	2.30014e+12	4.25468e+12	2.97911e+12	1.72271e+12	7.4909e+11	2.24e+11	7.46843e+10	0	
0	1.10997e+11	7.38781e+11	2.22897e+12	4.1902e+12	2.91332e+12	1.66519e+12	7.05771e+11	1.94899e+11	5.1053e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	8.74529e+13	1.60452e+14	2.66532e+14	3.37428e+14	2.97495e+14	2.25686e+14	1.4348e+14	7.92565e+13	4.90717e+13	0	
0	9.13225e+13	1.57746e+14	2.62069e+14	3.3121e+14	2.93323e+14	2.21732e+14	1.41004e+14	7.62459e+13	4.75007e+13	0	
0	6.47561e+13	1.29054e+14	2.2137e+14	2.86477e+14	2.52147e+14	1.8946e+14	1.18603e+14	5.97352e+13	3.41279e+13	0	
0	5.02514e+13	1.09709e+14	1.98261e+14	2.63822e+14	2.29179e+14	1.68898e+14	1.01211e+14	4.67286e+13	2.36066e+13	0	
0	4.82498e+13	1.0449e+14	1.90975e+14	2.57492e+14	2.22346e+14	1.62433e+14	9.61982e+13	4.38409e+13	2.18987e+13	0	
0	0	0	0	0	0	0	0	0	0	0	

0	2.4923e+11	8.43697e+11	2.21262e+12	3.95956e+12	2.74483e+12	1.62765e+12	7.93182e+11	4.15619e+11	2.54397e+11	0	
0	4.04694e+11	9.1449e+11	2.23004e+12	3.87902e+12	2.73733e+12	1.64753e+12	8.10869e+11	3.55267e+11	2.21614e+11	0	
0	2.08903e+11	6.94081e+11	1.84959e+12	3.37157e+12	2.3389e+12	1.38506e+12	6.49718e+11	2.46735e+11	1.37381e+11	0	
0	7.24795e+10	5.30567e+11	1.64165e+12	3.15647e+12	2.14524e+12	1.22029e+12	5.20334e+11	1.49632e+11	5.10597e+10	0	
0	5.2526e+10	4.96463e+11	1.59336e+12	3.11742e+12	2.1035e+12	1.18107e+12	4.87259e+11	1.24248e+11	2.96742e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

