0	9.38521e+17	9.28477e+17	8.94773e+17	8.67122e+17	8.97112e+17	9.25639e+17	9.43546e+17	9.50113e+17	9.57651e+17	0	
0	0	0	0	0	0	0	0	0	0	0	

0	8.65008e+14	1.43739e+15	2.30713e+15	2.86856e+15	2.55437e+15	1.9527e+15	1.26628e+15	7.36357e+14	4.87731e+14	0	
0	0	0	0	0	0	0	0	0	0	0	

0	4.96478e+11	1.31762e+12	3.20741e+12	5.47096e+12	3.91632e+12	2.36678e+12	1.18831e+12	6.57143e+11	4.28908e+11	0	
0	0	0	0	0	0	0	0	0	0	0	

0	9.92632e+13	1.66181e+14	2.71861e+14	3.43225e+14	3.02042e+14	2.27879e+14	1.45899e+14	8.46963e+13	5.64207e+13	0	
0	0	0	0	0	0	0	0	0	0	0	

0	3.11014e+11	8.89743e+11	2.28332e+12	4.06424e+12	2.81844e+12	1.67348e+12	8.22228e+11	4.53111e+11	2.94277e+11	0	
0	0	0	0	0	0	0	0	0	0	0	

0	5.13246e+10	1.43956e+11	3.48457e+11	5.84777e+11	4.23812e+11	2.59869e+11	1.31006e+11	7.03364e+10	4.52804e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	1.52366e+11	4.09394e+11	1.01699e+12	1.74839e+12	1.24591e+12	7.4317e+11	3.66987e+11	2.03871e+11	1.3483e+11	0	
0	0	0	0	0	0	0	0	0	0	0	

0	2.44564e+10	6.75923e+10	1.77123e+11	3.18051e+11	2.19448e+11	1.27806e+11	6.14896e+10	3.45779e+10	2.31436e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	9.84313e+09	2.64625e+10	6.88247e+10	1.22932e+11	8.51799e+10	4.94342e+10	2.37885e+10	1.3523e+10	9.11294e+09	0	
0	0	0	0	0	0	0	0	0	0	0	

0	2.67169e+09	7.75471e+09	1.99597e+10	3.53195e+10	2.46123e+10	1.4663e+10	7.17221e+09	3.90556e+09	2.54997e+09	0	
0	0	0	0	0	0	0	0	0	0	0	

0	4.85043e+09	1.447e+10	3.89101e+10	7.13155e+10	4.84327e+10	2.83133e+10	1.35747e+10	7.46787e+09	4.91685e+09	0	
0	0	0	0	0	0	0	0	0	0	0	

0	4.94295e+10	1.55989e+11	3.64126e+11	5.84854e+11	4.37323e+11	2.8204e+11	1.46562e+11	7.32722e+10	4.47413e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	3.2571e+10	9.70368e+10	2.3198e+11	3.82464e+11	2.80694e+11	1.76008e+11	8.97392e+10	4.64858e+10	2.9272e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	1.63939e+10	4.72443e+10	1.28135e+11	2.35561e+11	1.59739e+11	9.2377e+10	4.3793e+10	2.44581e+10	1.64059e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	5.48635e+09	1.59298e+10	4.47906e+10	8.45016e+10	5.62448e+10	3.19708e+10	1.48724e+10	8.41759e+09	5.71704e+09	0	
0	0	0	0	0	0	0	0	0	0	0	

0	5.55098e+10	1.503e+11	3.90448e+11	6.97427e+11	4.83107e+11	2.81796e+11	1.35797e+11	7.65891e+10	5.13763e+10	0	
0	0	0	0	0	0	0	0	0	0	0	

0	4.40446e+09	1.24068e+10	3.56929e+10	6.92915e+10	4.51524e+10	2.5082e+10	1.15191e+10	6.74509e+09	4.62088e+09	0	
0	0	0	0	0	0	0	0	0	0	0	

0	5.62763e+10	1.61983e+11	4.49118e+11	8.37719e+11	5.62315e+11	3.21288e+11	1.50349e+11	8.4858e+10	5.75419e+10	0	
